Time, Latitude, Longitude, currentHeading, desiredHeading, headingError, Roll, WindReading, WindDirection, winchPulseWidth, autoRudderAngle, distanceToTarget 
16415700.00, 38.691086, -9.294498, 36.85, 208.84, 171.98, -8.38,42,78, 1256, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 37.05, 208.84, 171.78, -8.00,42,79, 1256, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 37.70, 208.84, 171.13, -7.56,43,80, 1256, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 38.28, 208.84, 170.55, -6.50,43,81, 1256, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 38.64, 208.84, 170.19, -5.50,46,84, 1256, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 39.10, 208.84, 169.74, -4.19,46,85, 1256, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 39.94, 208.84, 168.89, -2.62,49,88, 1256, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 40.84, 208.84, 168.00, -0.56,54,94, 1256, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 41.42, 208.84, 167.41, 1.12,54,95, 1256, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 42.50, 208.84, 166.34, 2.37,58,100, 1256, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 42.88, 208.84, 165.96, 2.87,58,100, 1256, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 43.30, 208.84, 165.53, 2.81,65,108, 1280, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 43.26, 208.84, 165.58, 2.50,65,108, 1280, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 43.88, 208.84, 164.95, 1.81,69,112, 1280, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 43.47, 208.84, 165.36, 1.12,69,112, 1280, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 43.34, 208.84, 165.50, 0.62,67,110, 1280, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 43.00, 208.84, 165.83, 0.37,67,110, 1280, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 42.70, 208.84, 166.14, 0.25,63,105, 1280, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 42.74, 208.84, 166.10, 0.56,63,105, 1280, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 42.88, 208.84, 165.95, 0.75,57,99, 1280, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 42.73, 208.84, 166.11, 1.00,57,99, 1280, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 42.61, 208.84, 166.23, 1.50,50,92, 1280, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 42.60, 208.84, 166.23, 2.19,50,92, 1280, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 42.36, 208.84, 166.47, 3.19,33,75, 1284, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 42.47, 208.84, 166.37, 4.37,33,75, 1284, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 41.87, 208.84, 166.96, 5.19,18,59, 1280, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 41.32, 208.84, 167.52, 5.69,18,59, 1280, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 40.42, 208.84, 168.41, 6.06,19,59, 1280, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 39.30, 208.84, 169.53, 6.12,19,58, 1280, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 38.15, 208.84, 170.68, 6.00,25,63, 1284, 45.00, 54.25
16415700.00, 38.691086, -9.294498, 36.77, 208.84, 172.07, 5.56,25,61, 1284, 45.00, 54.25
16415900.00, 38.691090, -9.294497, 35.39, 208.84, 173.45, 4.87,36,71, 1280, 45.00, 54.70
16415900.00, 38.691090, -9.294497, 33.93, 208.84, 174.91, 3.75,36,69, 1280, 45.00, 54.70
16415900.00, 38.691090, -9.294497, 32.22, 208.84, 176.62, 2.87,51,83, 1280, 45.00, 54.70
16415900.00, 38.691090, -9.294497, 29.49, 208.84, 179.35, 1.87,51,80, 1280, 45.00, 54.70
16415900.00, 38.691090, -9.294497, 26.64, 208.84, -177.81, 1.12,67,93, 1280, -45.00, 54.70
16415900.00, 38.691090, -9.294497, 24.06, 208.84, -175.23, 0.94,67,91, 1280, -45.00, 54.70
16415900.00, 38.691090, -9.294497, 21.15, 208.84, -172.31, 1.12,73,94, 1280, -45.00, 54.70
16415900.00, 38.691090, -9.294497, 19.06, 208.84, -170.22, 1.56,73,92, 1280, -45.00, 54.70
16415900.00, 38.691090, -9.294497, 16.47, 208.84, -167.63, 2.25,73,89, 1284, -45.00, 54.70
16415900.00, 38.691090, -9.294497, 13.71, 208.84, -164.88, 2.87,73,86, 1284, -45.00, 54.70
16415900.00, 38.691090, -9.294497, 10.84, 208.84, -162.00, 3.75,67,77, 1280, -45.00, 54.70
16415900.00, 38.691090, -9.294497, 7.51, 208.84, -158.67, 4.44,67,74, 1280, -45.00, 54.70
16415900.00, 38.691090, -9.294497, 3.09, 208.84, -154.25, 4.81,65,68, 1280, -45.00, 54.70
16415900.00, 38.691090, -9.294497, 358.77, 208.84, -149.93, 4.94,65,63, 1280, -45.00, 54.70
16415900.00, 38.691090, -9.294497, 354.11, 208.84, -145.27, 4.94,68,62, 1284, -45.00, 54.70
16415900.00, 38.691090, -9.294497, 349.86, 208.84, -141.03, 4.81,68,57, 1284, -45.00, 54.70
16415900.00, 38.691090, -9.294497, 346.31, 208.84, -137.48, 4.69,70,56, 1280, -45.00, 54.70
16415900.00, 38.691090, -9.294497, 343.12, 208.84, -134.28, 4.44,70,53, 1280, -45.00, 54.70
16420000.00, 38.691086, -9.294495, 339.60, 208.84, -130.76, 3.81,74,53, 1280, -45.00, 54.41
16420000.00, 38.691086, -9.294495, 336.20, 208.84, -127.37, 2.56,74,50, 1280, -45.00, 54.41
16420000.00, 38.691086, -9.294495, 332.98, 208.84, -124.14, 2.37,84,56, 1280, -45.00, 54.41
16420000.00, 38.691086, -9.294495, 330.06, 208.84, -121.22, 2.00,84,54, 1280, -45.00, 54.41
16420000.00, 38.691086, -9.294495, 327.33, 208.84, -118.49, 1.62,9,336, 1280, -45.00, 54.41
16420000.00, 38.691086, -9.294495, 324.82, 208.84, -115.99, 1.25,9,333, 1280, -45.00, 54.41
16420000.00, 38.691086, -9.294495, 322.40, 208.84, -113.56, 1.12,110,72, 1280, -45.00, 54.41
16420000.00, 38.691086, -9.294495, 319.85, 208.84, -111.02, 1.12,110,69, 1280, -45.00, 54.41
16420000.00, 38.691086, -9.294495, 317.68, 208.84, -108.84, 1.06,117,74, 1280, -45.00, 54.41
16420000.00, 38.691086, -9.294495, 315.74, 208.84, -106.91, 1.19,117,72, 1280, -45.00, 54.41
16420000.00, 38.691086, -9.294495, 313.50, 208.84, -104.67, 1.56,115,68, 1280, -45.00, 54.41
16420000.00, 38.691086, -9.294495, 311.12, 208.84, -102.28, 1.94,115,66, 1280, -45.00, 54.41
