Time, Latitude, Longitude, currentHeading, desiredHeading, headingError, Roll, WindReading, WindDirection, winchPulseWidth, autoRudderAngle, distanceToTarget 
16383900.00, 38.691067, -9.294518, 271.60, 208.28, -63.32, -4.94,121,32, 1256, -41.58, 51.55
16383900.00, 38.691067, -9.294518, 271.57, 208.28, -63.29, -4.19,121,32, 1256, -41.52, 51.55
16383900.00, 38.691067, -9.294518, 271.52, 208.28, -63.24, -3.87,121,32, 1256, -41.44, 51.55
16384100.00, 38.691063, -9.294528, 271.50, 208.28, -63.22, -3.44,121,32, 1256, -41.39, 50.79
16384100.00, 38.691063, -9.294528, 271.51, 208.28, -63.23, -3.00,121,32, 1256, -41.42, 50.79
16384100.00, 38.691063, -9.294528, 271.57, 208.28, -63.29, -2.50,121,32, 1256, -41.52, 50.79
16384100.00, 38.691063, -9.294528, 271.58, 208.28, -63.30, -2.00,121,32, 1256, -41.55, 50.79
16384100.00, 38.691063, -9.294528, 271.69, 208.28, -63.41, -1.50,121,32, 1256, -41.74, 50.79
16384100.00, 38.691063, -9.294528, 271.55, 208.28, -63.28, -1.00,121,32, 1256, -41.50, 50.79
16384100.00, 38.691063, -9.294528, 271.24, 208.28, -62.96, -0.62,121,32, 1256, -40.93, 50.79
16384100.00, 38.691063, -9.294528, 271.29, 208.28, -63.01, -0.19,121,32, 1256, -41.01, 50.79
16384100.00, 38.691063, -9.294528, 271.55, 208.28, -63.27, 0.19,121,32, 1256, -41.49, 50.79
16384100.00, 38.691063, -9.294528, 271.77, 208.28, -63.50, 0.50,120,31, 1256, -41.91, 50.79
16384100.00, 38.691063, -9.294528, 271.35, 208.28, -63.08, 0.81,120,31, 1256, -41.13, 50.79
16384100.00, 38.691063, -9.294528, 271.05, 208.28, -62.77, 1.00,121,32, 1256, -40.60, 50.79
16384100.00, 38.691063, -9.294528, 270.79, 208.28, -62.51, 1.25,120,30, 1256, -40.15, 50.79
16384100.00, 38.691063, -9.294528, 270.50, 208.28, -62.22, 1.44,120,30, 1256, -39.67, 50.79
16384100.00, 38.691063, -9.294528, 270.63, 208.28, -62.35, 1.50,121,31, 1256, -39.89, 50.79
16384100.00, 38.691063, -9.294528, 271.06, 208.28, -62.78, 1.62,121,32, 1256, -40.62, 50.79
16384100.00, 38.691063, -9.294528, 270.90, 208.28, -62.62, 1.69,121,31, 1256, -40.33, 50.79
16384100.00, 38.691063, -9.294528, 270.95, 208.28, -62.67, 1.75,121,31, 1256, -40.43, 50.79
16384100.00, 38.691063, -9.294528, 270.98, 208.28, -62.70, 1.75,11,281, 1256, -40.48, 50.79
16384100.00, 38.691063, -9.294528, 270.58, 208.28, -62.30, 1.75,11,281, 1256, -39.80, 50.79
16384100.00, 38.691063, -9.294528, 270.75, 208.28, -62.47, 1.75,120,30, 1256, -40.09, 50.79
16384100.00, 38.691063, -9.294528, 270.30, 208.28, -62.02, 1.69,120,30, 1256, -39.35, 50.79
16384100.00, 38.691063, -9.294528, 270.65, 208.28, -62.37, 1.56,120,30, 1256, -39.92, 50.79
16384100.00, 38.691063, -9.294528, 270.97, 208.28, -62.69, 1.50,120,30, 1256, -40.46, 50.79
16384100.00, 38.691063, -9.294528, 270.97, 208.28, -62.69, 1.31,121,31, 1256, -40.45, 50.79
16384100.00, 38.691063, -9.294528, 270.79, 208.28, -62.51, 1.25,121,31, 1256, -40.14, 50.79
16384100.00, 38.691063, -9.294528, 269.84, 208.28, -61.56, 1.06,121,30, 1304, -38.64, 50.79
16384100.00, 38.691063, -9.294528, 269.96, 208.28, -61.68, 0.94,121,30, 1304, -38.81, 50.79
16384100.00, 38.691063, -9.294528, 270.05, 208.28, -61.77, 0.81,121,31, 1380, -38.96, 50.79
16384100.00, 38.691063, -9.294528, 270.11, 208.28, -61.83, 0.69,121,31, 1380, -39.05, 50.79
16384100.00, 38.691063, -9.294528, 270.18, 208.28, -61.90, 0.56,121,31, 1432, -39.16, 50.79
16384100.00, 38.691063, -9.294528, 270.42, 208.28, -62.14, 0.50,121,31, 1428, -39.54, 50.79
16384100.00, 38.691063, -9.294528, 270.57, 208.28, -62.29, 0.37,121,31, 1428, -39.79, 50.79
16384100.00, 38.691063, -9.294528, 270.42, 208.28, -62.14, 0.37,121,31, 1492, -39.55, 50.79
16384100.00, 38.691063, -9.294528, 270.25, 208.28, -61.98, 0.25,121,31, 1492, -39.28, 50.79
16384100.00, 38.691063, -9.294528, 270.09, 208.28, -61.81, 0.25,121,31, 1508, -39.01, 50.79
16384100.00, 38.691063, -9.294528, 269.96, 208.28, -61.68, 0.25,121,30, 1508, -38.81, 50.79
16384300.00, 38.691063, -9.294539, 269.84, 208.28, -61.56, 0.25,121,30, 1488, -38.63, 50.34
16384300.00, 38.691063, -9.294539, 269.75, 208.28, -61.47, 0.25,121,30, 1488, -38.49, 50.34
16384300.00, 38.691063, -9.294539, 269.34, 208.28, -61.06, 0.25,121,30, 1492, -37.89, 50.34
16384300.00, 38.691063, -9.294539, 269.25, 208.28, -60.97, 0.31,121,30, 1492, -37.75, 50.34
16384300.00, 38.691063, -9.294539, 269.63, 208.28, -61.35, 0.37,121,30, 1504, -38.32, 50.34
16384300.00, 38.691063, -9.294539, 269.71, 208.28, -61.43, 0.44,121,30, 1504, -38.44, 50.34
16384300.00, 38.691063, -9.294539, 269.60, 208.28, -61.32, 0.56,121,30, 1492, -38.27, 50.34
16384300.00, 38.691063, -9.294539, 269.37, 208.28, -61.09, 0.62,121,30, 1492, -37.93, 50.34
16384300.00, 38.691063, -9.294539, 269.23, 208.28, -60.95, 0.75,121,30, 1492, -37.73, 50.34
16384300.00, 38.691063, -9.294539, 269.14, 208.28, -60.86, 0.88,121,30, 1492, -37.59, 50.34
16384300.00, 38.691063, -9.294539, 269.45, 208.28, -61.17, 1.00,121,30, 1456, -38.04, 50.34
16384300.00, 38.691063, -9.294539, 269.25, 208.28, -60.97, 1.06,121,30, 1456, -37.76, 50.34
16384300.00, 38.691063, -9.294539, 268.86, 208.28, -60.58, 1.19,121,29, 1456, -37.20, 50.34
16384300.00, 38.691063, -9.294539, 269.32, 208.28, -61.04, 1.31,121,30, 1456, -37.85, 50.34
16384300.00, 38.691063, -9.294539, 269.37, 208.28, -61.09, 1.44,121,30, 1284, -37.93, 50.34
16384300.00, 38.691063, -9.294539, 268.75, 208.28, -60.47, 1.50,121,29, 1284, -37.05, 50.34
16384300.00, 38.691063, -9.294539, 269.31, 208.28, -61.03, 1.69,121,30, 1256, -37.85, 50.34
16384400.00, 38.691063, -9.294545, 269.52, 208.28, -61.24, 1.75,121,30, 1256, -38.16, 50.11
16384400.00, 38.691063, -9.294545, 269.69, 208.28, -61.41, 1.87,121,30, 1256, -38.40, 50.11
16384400.00, 38.691063, -9.294545, 269.83, 208.28, -61.55, 1.94,121,30, 1256, -38.61, 50.11
16384400.00, 38.691063, -9.294545, 269.47, 208.28, -61.19, 1.94,121,30, 1256, -38.08, 50.11
16384400.00, 38.691063, -9.294545, 269.17, 208.28, -60.89, 1.87,121,30, 1256, -37.65, 50.11
16384400.00, 38.691063, -9.294545, 268.97, 208.28, -60.69, 1.87,121,29, 1256, -37.36, 50.11
16384400.00, 38.691063, -9.294545, 268.42, 208.28, -60.14, 1.81,121,29, 1256, -36.62, 50.11
16384400.00, 38.691063, -9.294545, 268.65, 208.28, -60.37, 1.81,121,29, 1256, -36.92, 50.11
16384400.00, 38.691063, -9.294545, 268.51, 208.28, -60.23, 1.81,121,29, 1256, -36.73, 50.11
16384400.00, 38.691063, -9.294545, 268.63, 208.28, -60.35, 1.81,121,29, 1256, -36.90, 50.11
16384400.00, 38.691063, -9.294545, 268.76, 208.28, -60.48, 1.81,121,29, 1256, -37.08, 50.11
16384400.00, 38.691063, -9.294545, 268.47, 208.28, -60.19, 1.87,121,29, 1256, -36.68, 50.11
16384400.00, 38.691063, -9.294545, 268.04, 208.28, -59.77, 1.94,121,29, 1256, -36.13, 50.11
16384400.00, 38.691063, -9.294545, 267.47, 208.28, -59.19, 2.00,120,27, 1256, -35.41, 50.11
16384400.00, 38.691063, -9.294545, 267.57, 208.28, -59.29, 2.12,120,27, 1256, -35.53, 50.11
16384400.00, 38.691063, -9.294545, 267.58, 208.28, -59.30, 2.19,121,28, 1256, -35.54, 50.11
16384400.00, 38.691063, -9.294545, 267.72, 208.28, -59.44, 2.25,121,28, 1256, -35.72, 50.11
16384400.00, 38.691063, -9.294545, 267.41, 208.28, -59.13, 2.37,121,28, 1256, -35.34, 50.11
16384500.00, 38.691063, -9.294550, 267.63, 208.28, -59.35, 2.44,121,28, 1256, -35.60, 49.93
16384500.00, 38.691063, -9.294550, 267.29, 208.28, -59.01, 2.56,121,28, 1256, -35.19, 49.93
16384500.00, 38.691063, -9.294550, 267.51, 208.28, -59.23, 2.62,121,28, 1256, -35.46, 49.93
16384500.00, 38.691063, -9.294550, 267.33, 208.28, -59.05, 2.69,120,27, 1256, -35.25, 49.93
16384500.00, 38.691063, -9.294550, 267.23, 208.28, -58.96, 2.75,120,27, 1256, -35.13, 49.93
16384500.00, 38.691063, -9.294550, 267.32, 208.28, -59.04, 2.81,120,27, 1256, -35.23, 49.93
16384500.00, 38.691063, -9.294550, 266.67, 208.28, -58.39, 2.87,120,26, 1256, -34.48, 49.93
16384500.00, 38.691063, -9.294550, 266.37, 208.28, -58.09, 2.94,121,27, 1256, -34.14, 49.93
16384500.00, 38.691063, -9.294550, 266.45, 208.28, -58.17, 3.00,121,27, 1256, -34.23, 49.93
16384500.00, 38.691063, -9.294550, 266.30, 208.28, -58.02, 3.06,120,26, 1256, -34.07, 49.93
16384500.00, 38.691063, -9.294550, 266.77, 208.28, -58.49, 3.12,120,26, 1256, -34.58, 49.93
16384500.00, 38.691063, -9.294550, 266.99, 208.28, -58.71, 3.12,120,26, 1252, -34.84, 49.93
16384500.00, 38.691063, -9.294550, 266.99, 208.28, -58.71, 3.19,120,26, 1252, -34.84, 49.93
16384500.00, 38.691063, -9.294550, 267.06, 208.28, -58.78, 3.19,121,28, 1256, -34.92, 49.93
16384500.00, 38.691063, -9.294550, 267.16, 208.28, -58.88, 3.19,121,28, 1256, -35.05, 49.93
16384500.00, 38.691063, -9.294550, 266.85, 208.28, -58.57, 3.19,120,26, 1260, -34.68, 49.93
16384500.00, 38.691063, -9.294550, 266.99, 208.28, -58.72, 3.19,120,26, 1260, -34.85, 49.93
16384500.00, 38.691063, -9.294550, 266.84, 208.28, -58.56, 3.19,120,26, 1256, -34.67, 49.93
16384600.00, 38.691059, -9.294555, 267.08, 208.28, -58.80, 3.12,120,27, 1256, -34.95, 49.37
16384600.00, 38.691059, -9.294555, 266.80, 208.28, -58.52, 3.06,119,25, 1252, -34.63, 49.37
16384600.00, 38.691059, -9.294555, 266.99, 208.28, -58.71, 3.00,119,25, 1252, -34.84, 49.37
16384600.00, 38.691059, -9.294555, 267.12, 208.28, -58.85, 3.00,118,25, 1256, -35.00, 49.37
16384600.00, 38.691059, -9.294555, 267.00, 208.28, -58.72, 2.94,118,24, 1256, -34.85, 49.37
16384600.00, 38.691059, -9.294555, 266.92, 208.28, -58.64, 2.87,117,23, 1256, -34.76, 49.37
16384600.00, 38.691059, -9.294555, 267.06, 208.28, -58.78, 2.81,117,24, 1256, -34.92, 49.37
16384600.00, 38.691059, -9.294555, 266.79, 208.28, -58.51, 2.75,116,22, 1256, -34.61, 49.37
16384600.00, 38.691059, -9.294555, 266.60, 208.28, -58.32, 2.69,116,22, 1256, -34.39, 49.37
16384600.00, 38.691059, -9.294555, 266.46, 208.28, -58.18, 2.69,113,19, 1264, -34.24, 49.37
16384600.00, 38.691059, -9.294555, 266.55, 208.28, -58.27, 2.69,113,19, 1264, -34.34, 49.37
16384600.00, 38.691059, -9.294555, 266.66, 208.28, -58.38, 2.75,111,17, 1256, -34.46, 49.37
16384600.00, 38.691059, -9.294555, 266.42, 208.28, -58.14, 2.87,111,17, 1256, -34.19, 49.37
16384600.00, 38.691059, -9.294555, 266.24, 208.28, -57.96, 3.00,107,13, 1256, -34.00, 49.37
16384600.00, 38.691059, -9.294555, 266.34, 208.28, -58.06, 3.12,107,13, 1256, -34.11, 49.37
16384600.00, 38.691059, -9.294555, 266.64, 208.28, -58.36, 3.31,99,5, 1256, -34.45, 49.37
16384600.00, 38.691059, -9.294555, 266.43, 208.28, -58.15, 3.50,99,5, 1256, -34.21, 49.37
16384600.00, 38.691059, -9.294555, 266.28, 208.28, -58.00, 3.69,89,355, 1256, -34.04, 49.37
16384700.00, 38.691059, -9.294559, 266.33, 208.28, -58.05, 3.94,89,355, 1256, -34.09, 49.23
16384700.00, 38.691059, -9.294559, 266.31, 208.28, -58.03, 4.19,78,344, 1256, -34.08, 49.23
16384700.00, 38.691059, -9.294559, 266.24, 208.28, -57.96, 4.37,78,344, 1256, -34.00, 49.23
16384700.00, 38.691059, -9.294559, 266.14, 208.28, -57.86, 4.56,67,333, 1256, -33.89, 49.23
16384700.00, 38.691059, -9.294559, 266.44, 208.28, -58.16, 4.75,67,333, 1256, -34.21, 49.23
16384700.00, 38.691059, -9.294559, 266.82, 208.28, -58.54, 4.94,56,322, 1256, -34.65, 49.23
16384700.00, 38.691059, -9.294559, 266.70, 208.28, -58.42, 5.06,56,322, 1256, -34.51, 49.23
16384700.00, 38.691059, -9.294559, 266.79, 208.28, -58.51, 5.19,46,312, 1256, -34.61, 49.23
16384700.00, 38.691059, -9.294559, 267.02, 208.28, -58.74, 5.06,46,313, 1256, -34.88, 49.23
16384700.00, 38.691059, -9.294559, 267.41, 208.28, -59.14, 4.94,38,305, 1256, -35.34, 49.23
16384700.00, 38.691059, -9.294559, 267.08, 208.28, -58.80, 4.81,38,305, 1256, -34.95, 49.23
16384700.00, 38.691059, -9.294559, 266.85, 208.28, -58.57, 4.69,37,303, 1256, -34.68, 49.23
16384700.00, 38.691059, -9.294559, 266.32, 208.28, -58.04, 4.50,37,303, 1256, -34.09, 49.23
16384700.00, 38.691059, -9.294559, 266.12, 208.28, -57.84, 4.31,37,303, 1456, -33.88, 49.23
16384700.00, 38.691059, -9.294559, 266.07, 208.28, -57.79, 3.75,37,303, 1456, -33.81, 49.23
16384800.00, 38.691059, -9.294562, 266.10, 208.28, -57.82, 3.62,37,303, 1756, -33.85, 49.09
16384800.00, 38.691059, -9.294562, 266.24, 208.28, -57.96, 3.50,37,303, 1756, -34.00, 49.09
16384800.00, 38.691059, -9.294562, 266.62, 208.28, -58.34, 3.50,37,303, 1756, -34.41, 49.09
16384800.00, 38.691059, -9.294562, 266.30, 208.28, -58.02, 3.50,37,303, 1756, -34.06, 49.09
16384800.00, 38.691059, -9.294562, 266.27, 208.28, -57.99, 3.56,37,303, 1756, -34.04, 49.09
16384800.00, 38.691059, -9.294562, 265.96, 208.28, -57.68, 3.62,37,302, 1756, -33.70, 49.09
16384800.00, 38.691059, -9.294562, 265.63, 208.28, -57.35, 3.81,36,301, 1756, -33.35, 49.09
16384800.00, 38.691059, -9.294562, 265.29, 208.28, -57.01, 3.94,36,301, 1756, -33.01, 49.09
16384800.00, 38.691059, -9.294562, 265.58, 208.28, -57.30, 4.12,35,300, 1756, -33.31, 49.09
16384800.00, 38.691059, -9.294562, 265.36, 208.28, -57.08, 4.31,35,300, 1756, -33.08, 49.09
16384800.00, 38.691059, -9.294562, 265.19, 208.28, -56.92, 4.50,34,299, 1756, -32.92, 49.09
16384800.00, 38.691059, -9.294562, 264.62, 208.28, -56.34, 4.75,34,298, 1756, -32.36, 49.09
16384800.00, 38.691059, -9.294562, 265.09, 208.28, -56.81, 4.94,33,298, 1756, -32.81, 49.09
16384800.00, 38.691059, -9.294562, 265.11, 208.28, -56.83, 5.19,33,298, 1756, -32.83, 49.09
16384800.00, 38.691059, -9.294562, 265.08, 208.28, -56.80, 5.37,33,298, 1780, -32.80, 49.09
16384800.00, 38.691059, -9.294562, 265.04, 208.28, -56.76, 5.56,33,298, 1780, -32.77, 49.09
16384800.00, 38.691059, -9.294562, 265.39, 208.28, -57.11, 5.75,33,298, 1684, -33.11, 49.09
16384800.00, 38.691059, -9.294562, 265.25, 208.28, -56.97, 5.94,33,298, 1684, -32.97, 49.09
16384900.00, 38.691059, -9.294564, 264.81, 208.28, -56.53, 6.12,33,297, 1304, -32.54, 49.02
16384900.00, 38.691059, -9.294564, 264.90, 208.28, -56.62, 6.44,33,297, 1304, -32.63, 49.02
16384900.00, 38.691059, -9.294564, 265.13, 208.28, -56.85, 6.69,32,297, 1256, -32.85, 49.02
16384900.00, 38.691059, -9.294564, 265.26, 208.28, -56.98, 6.94,32,297, 1256, -32.98, 49.02
16384900.00, 38.691059, -9.294564, 265.57, 208.28, -57.29, 7.19,31,296, 1256, -33.30, 49.02
