Time, Latitude, Longitude, currentHeading, desiredHeading, headingError, Roll, WindReading, WindDirection, winchPulseWidth, autoRudderAngle, distanceToTarget 
0.00, -1.000000, -1.000000, 309.12, 350.00, 40.88, 4.06,92,41, 1228, 25.00, 4495493.50
0.00, -1.000000, -1.000000, 308.46, 350.00, 41.54, 4.06,92,40, 1228, 25.00, 4495493.50
0.00, -1.000000, -1.000000, 307.73, 350.00, 42.27, 4.06,92,39, 1232, 25.00, 4495493.50
0.00, -1.000000, -1.000000, 308.11, 350.00, 41.89, 4.06,92,40, 1232, 25.00, 4495493.50
0.00, -1.000000, -1.000000, 307.47, 350.00, 42.53, 4.06,92,39, 1232, 25.00, 4495493.50
0.00, -1.000000, -1.000000, 307.68, 350.00, 42.32, 4.06,92,39, 1232, 25.00, 4495493.50
0.00, -1.000000, -1.000000, 308.25, 350.00, 41.75, 4.06,92,40, 1232, 25.00, 4495493.50
0.00, -1.000000, -1.000000, 308.05, 350.00, 41.95, 4.06,92,40, 1232, 25.00, 4495493.50
0.00, -1.000000, -1.000000, 307.85, 350.00, 42.15, 4.06,93,40, 1228, 25.00, 4495493.50
0.00, -1.000000, -1.000000, 307.80, 350.00, 42.20, 4.06,93,40, 1228, 25.00, 4495493.50
0.00, -1.000000, -1.000000, 307.81, 350.00, 42.18, 4.06,92,39, 1232, 25.00, 4495493.50
0.00, -1.000000, -1.000000, 307.96, 350.00, 42.04, 4.06,92,39, 1232, 25.00, 4495493.50
0.00, -1.000000, -1.000000, 308.53, 350.00, 41.47, 4.06,93,41, 1232, 25.00, 4495493.50
0.00, -1.000000, -1.000000, 308.64, 350.00, 41.36, 4.06,93,41, 1232, 25.00, 4495493.50
0.00, -1.000000, -1.000000, 308.23, 350.00, 41.76, 4.06,92,40, 1232, 25.00, 4495493.50
0.00, -1.000000, -1.000000, 308.72, 350.00, 41.27, 4.06,92,40, 1232, 25.00, 4495493.50
0.00, -1.000000, -1.000000, 308.85, 350.00, 41.14, 4.06,92,40, 1232, 25.00, 4495493.50
0.00, -1.000000, -1.000000, 308.80, 350.00, 41.20, 4.06,92,40, 1232, 25.00, 4495493.50
0.00, -1.000000, -1.000000, 308.41, 350.00, 41.59, 4.06,92,40, 1232, 25.00, 4495493.50
0.00, -1.000000, -1.000000, 307.98, 350.00, 42.02, 4.06,92,39, 1232, 25.00, 4495493.50
0.00, -1.000000, -1.000000, 308.56, 350.00, 41.44, 4.06,93,41, 1232, 25.00, 4495493.50
0.00, -1.000000, -1.000000, 308.39, 350.00, 41.61, 4.06,93,41, 1232, 25.00, 4495493.50
0.00, -1.000000, -1.000000, 308.35, 350.00, 41.65, 4.06,92,40, 1232, 25.00, 4495493.50
0.00, -1.000000, -1.000000, 308.97, 350.00, 41.02, 4.06,92,40, 1232, 25.00, 4495493.50
