Time, Latitude, Longitude, currentHeading, desiredHeading, headingError, Roll, WindReading, WindDirection, winchPulseWidth, autoRudderAngle, distanceToTarget 
17005200.00, 38.690926, -9.294394, 0.15, 229.83, -130.31, 48.87,9,9, 1308, -45.00, 46.05
17005200.00, 38.690926, -9.294394, 359.71, 229.83, -129.87, 48.13,9,8, 1308, -45.00, 46.05
17005200.00, 38.690926, -9.294394, 359.42, 229.83, -129.58, 47.69,7,6, 1308, -45.00, 46.05
17005200.00, 38.690926, -9.294394, 358.97, 229.83, -129.14, 47.25,7,5, 1308, -45.00, 46.05
17005200.00, 38.690926, -9.294394, 359.20, 229.83, -129.36, 46.81,7,6, 1308, -45.00, 46.05
17005200.00, 38.690926, -9.294394, 358.62, 229.83, -128.79, 46.44,7,5, 1308, -45.00, 46.05
17005500.00, 38.690948, -9.294391, 358.13, 229.83, -128.30, 46.13,11,9, 1308, -45.00, 47.97
17005500.00, 38.690948, -9.294391, 356.82, 229.83, -126.99, 45.88,11,7, 1308, -45.00, 47.97
17005500.00, 38.690948, -9.294391, 355.97, 229.83, -126.14, 45.94,12,7, 1308, -45.00, 47.97
17005500.00, 38.690948, -9.294391, 355.06, 229.83, -125.22, 46.00,12,7, 1308, -45.00, 47.97
17005500.00, 38.690948, -9.294391, 354.23, 229.83, -124.40, 46.06,10,4, 1308, -45.00, 47.97
17005500.00, 38.690948, -9.294391, 353.76, 229.83, -123.93, 46.19,10,3, 1308, -45.00, 47.97
17005500.00, 38.690948, -9.294391, 352.55, 229.83, -122.72, 46.44,4,356, 1308, -45.00, 47.97
17005500.00, 38.690948, -9.294391, 351.40, 229.83, -121.57, 46.50,4,355, 1308, -45.00, 47.97
17005500.00, 38.690948, -9.294391, 350.26, 229.83, -120.43, 46.63,3,353, 1308, -45.00, 47.97
17005500.00, 38.690948, -9.294391, 348.58, 229.83, -118.74, 46.50,3,351, 1308, -45.00, 47.97
17005500.00, 38.690948, -9.294391, 346.90, 229.83, -117.06, 46.25,8,354, 1308, -45.00, 47.97
17005500.00, 38.690948, -9.294391, 344.93, 229.83, -115.10, 45.75,8,352, 1308, -45.00, 47.97
17005500.00, 38.690948, -9.294391, 343.11, 229.83, -113.27, 45.25,12,355, 1308, -45.00, 47.97
