Time, Latitude, Longitude, currentHeading, desiredHeading, headingError, Roll, WindReading, WindDirection, winchPulseWidth, autoRudderAngle, distanceToTarget 
17030000.00, 38.690731, -9.294280, 28.15, 259.87, -128.28, 32.50,6,34, 1304, -45.00, 45.84
17030100.00, 38.690731, -9.294276, 29.39, 259.87, -129.52, 35.63,6,35, 1304, -45.00, 46.16
17030100.00, 38.690731, -9.294276, 30.30, 259.87, -130.43, 38.00,8,38, 1304, -45.00, 46.16
17030100.00, 38.690731, -9.294276, 31.44, 259.87, -131.57, 40.00,8,39, 1304, -45.00, 46.16
17030100.00, 38.690731, -9.294276, 32.39, 259.87, -132.52, 42.25,9,41, 1304, -45.00, 46.16
17030100.00, 38.690731, -9.294276, 33.30, 259.87, -133.43, 44.13,9,42, 1304, -45.00, 46.16
17030100.00, 38.690731, -9.294276, 33.56, 259.87, -133.69, 45.94,11,44, 1308, -45.00, 46.16
17030100.00, 38.690731, -9.294276, 33.72, 259.87, -133.85, 48.06,9,42, 1308, -45.00, 46.16
17030100.00, 38.690731, -9.294276, 34.16, 259.87, -134.29, 50.19,9,43, 1308, -45.00, 46.16
17030100.00, 38.690731, -9.294276, 34.17, 259.87, -134.30, 51.19,10,44, 1304, -45.00, 46.16
17030100.00, 38.690731, -9.294276, 33.37, 259.87, -133.50, 51.94,10,43, 1304, -45.00, 46.16
17030100.00, 38.690731, -9.294276, 33.01, 259.87, -133.14, 52.44,15,48, 1304, -45.00, 46.16
17030100.00, 38.690731, -9.294276, 32.72, 259.87, -132.85, 52.94,15,47, 1304, -45.00, 46.16
17030100.00, 38.690731, -9.294276, 32.70, 259.87, -132.83, 53.69,16,48, 1308, -45.00, 46.16
17030100.00, 38.690731, -9.294276, 31.97, 259.87, -132.10, 54.19,16,47, 1308, -45.00, 46.16
17030100.00, 38.690731, -9.294276, 32.23, 259.87, -132.36, 54.25,11,43, 1308, -45.00, 46.16
17030100.00, 38.690731, -9.294276, 32.10, 259.87, -132.23, 54.19,11,43, 1308, -45.00, 46.16
17030100.00, 38.690731, -9.294276, 32.08, 259.87, -132.21, 53.94,10,42, 1308, -45.00, 46.16
17030100.00, 38.690731, -9.294276, 32.06, 259.87, -132.19, 53.81,10,42, 1308, -45.00, 46.16
17030200.00, 38.690735, -9.294272, 32.07, 259.87, -132.20, 53.63,10,42, 1308, -45.00, 46.56
17030200.00, 38.690735, -9.294272, 31.79, 259.87, -131.92, 53.63,10,41, 1308, -45.00, 46.56
17030200.00, 38.690735, -9.294272, 31.88, 259.87, -132.01, 53.69,12,43, 1308, -45.00, 46.56
17030200.00, 38.690735, -9.294272, 32.02, 259.87, -132.15, 53.75,12,44, 1308, -45.00, 46.56
17030200.00, 38.690735, -9.294272, 31.78, 259.87, -131.91, 53.94,13,44, 1308, -45.00, 46.56
17030200.00, 38.690735, -9.294272, 31.78, 259.87, -131.91, 53.87,13,44, 1308, -45.00, 46.56
17030200.00, 38.690735, -9.294272, 32.24, 259.87, -132.37, 53.56,9,41, 1308, -45.00, 46.56
17030200.00, 38.690735, -9.294272, 32.30, 259.87, -132.43, 52.88,9,41, 1308, -45.00, 46.56
17030200.00, 38.690735, -9.294272, 32.02, 259.87, -132.15, 51.81,7,39, 1308, -45.00, 46.56
