Time, Latitude, Longitude, currentHeading, desiredHeading, headingError, Roll, WindReading, WindDirection, winchPulseWidth, autoRudderAngle, distanceToTarget 
16475400.00, 38.690907, -9.294508, 289.53, 222.57, -66.96, 18.25,344,273, 1552, -45.00, 37.45
16475400.00, 38.690907, -9.294508, 289.14, 222.57, -66.57, 14.50,344,273, 1552, -45.00, 37.45
16475400.00, 38.690907, -9.294508, 288.94, 222.57, -66.37, 11.94,337,265, 1492, -45.00, 37.45
16475500.00, 38.690907, -9.294515, 289.07, 222.57, -66.50, 9.13,337,266, 1492, -45.00, 37.06
16475500.00, 38.690907, -9.294515, 289.00, 222.57, -66.43, 6.69,331,260, 1508, -45.00, 37.06
16475500.00, 38.690907, -9.294515, 288.12, 222.57, -65.55, 3.06,331,259, 1508, -45.00, 37.06
16475500.00, 38.690907, -9.294515, 287.07, 222.57, -64.50, 1.12,326,253, 1492, -43.90, 37.06
16475500.00, 38.690907, -9.294515, 285.58, 222.57, -63.01, -0.69,326,251, 1492, -41.02, 37.06
16475500.00, 38.690907, -9.294515, 283.74, 222.57, -61.16, -2.00,326,249, 1488, -38.04, 37.06
16475500.00, 38.690907, -9.294515, 280.25, 222.57, -57.68, -3.25,327,247, 1456, -33.70, 37.06
16475500.00, 38.690907, -9.294515, 277.00, 222.57, -54.43, -4.19,327,244, 1456, -30.68, 37.06
16475500.00, 38.690907, -9.294515, 274.61, 222.57, -52.04, -4.75,327,241, 1456, -28.89, 37.06
16475500.00, 38.690907, -9.294515, 272.11, 222.57, -49.54, -5.06,327,239, 1456, -27.31, 37.06
16475500.00, 38.690907, -9.294515, 268.98, 222.57, -46.41, -5.12,327,235, 1456, -25.65, 37.06
16475500.00, 38.690907, -9.294515, 265.80, 222.57, -43.23, -5.00,327,232, 1456, -25.00, 37.06
16475500.00, 38.690907, -9.294515, 262.81, 222.57, -40.23, -4.69,327,229, 1456, -25.00, 37.06
16475500.00, 38.690907, -9.294515, 260.09, 222.57, -37.52, -4.12,327,227, 1456, -25.00, 37.06
16475500.00, 38.690907, -9.294515, 257.21, 222.57, -34.64, -3.44,327,224, 1456, -25.00, 37.06
16475500.00, 38.690907, -9.294515, 254.99, 222.57, -32.41, -2.69,327,221, 1456, -25.00, 37.06
16475500.00, 38.690907, -9.294515, 252.39, 222.57, -29.81, -1.94,327,219, 1456, -25.00, 37.06
16475500.00, 38.690907, -9.294515, 248.29, 222.57, -25.72, 0.94,327,215, 1456, -25.00, 37.06
16475500.00, 38.690907, -9.294515, 244.83, 222.57, -22.26, 1.87,333,217, 1464, -20.86, 37.06
16475500.00, 38.690907, -9.294515, 241.55, 222.57, -18.98, 2.87,333,214, 1464, -16.25, 37.06
16475500.00, 38.690907, -9.294515, 238.79, 222.57, -16.22, 3.75,339,217, 1456, -12.64, 37.06
16475500.00, 38.690907, -9.294515, 236.58, 222.57, -14.01, 4.56,339,215, 1456, -9.90, 37.06
16475500.00, 38.690907, -9.294515, 234.59, 222.57, -12.02, 5.56,348,222, 1456, -7.55, 37.06
16475500.00, 38.690907, -9.294515, 233.23, 222.57, -10.66, 6.31,348,221, 1456, -6.00, 37.06
16475500.00, 38.690907, -9.294515, 231.58, 222.57, -9.01, 6.94,355,226, 1456, -4.18, 37.06
16475500.00, 38.690907, -9.294515, 230.15, 222.57, -7.58, 7.62,355,225, 1456, -2.64, 37.06
16475500.00, 38.690907, -9.294515, 228.72, 222.57, -6.15, 8.06,1,229, 1456, -1.16, 37.06
16475500.00, 38.690907, -9.294515, 227.52, 222.57, -4.95, 8.63,1,228, 1456, 0.00, 37.06
16475500.00, 38.690907, -9.294515, 226.67, 222.57, -4.10, 9.00,6,232, 1492, 0.00, 37.06
16475500.00, 38.690907, -9.294515, 225.19, 222.57, -2.62, 9.56,6,231, 1492, 0.00, 37.06
16475500.00, 38.690907, -9.294515, 223.65, 222.57, -1.07, 9.63,15,238, 1492, 0.00, 37.06
16475500.00, 38.690907, -9.294515, 222.76, 222.57, -0.19, 9.56,15,237, 1492, 0.00, 37.06
16475500.00, 38.690907, -9.294515, 221.70, 222.57, 0.87, 9.44,17,238, 1532, 0.00, 37.06
16475500.00, 38.690907, -9.294515, 221.39, 222.57, 1.18, 9.19,17,238, 1532, 0.00, 37.06
16475500.00, 38.690907, -9.294515, 220.76, 222.57, 1.81, 8.94,20,240, 1656, 0.00, 37.06
16475700.00, 38.690903, -9.294522, 220.46, 222.57, 2.11, 8.56,20,240, 1656, 0.00, 36.30
16475700.00, 38.690903, -9.294522, 220.36, 222.57, 2.21, 8.19,21,241, 1708, 0.00, 36.30
16475700.00, 38.690903, -9.294522, 220.04, 222.57, 2.54, 7.75,21,241, 1708, 0.00, 36.30
16475700.00, 38.690903, -9.294522, 219.61, 222.57, 2.96, 7.25,22,241, 1704, 0.00, 36.30
16475700.00, 38.690903, -9.294522, 218.74, 222.57, 3.83, 5.81,22,240, 1704, 0.00, 36.30
16475700.00, 38.690903, -9.294522, 217.94, 222.57, 4.63, 5.19,29,246, 1704, 0.00, 36.30
16475700.00, 38.690903, -9.294522, 217.88, 222.57, 4.69, 4.37,29,246, 1704, 0.00, 36.30
16475700.00, 38.690903, -9.294522, 217.46, 222.57, 5.11, 3.81,3,220, 1708, 0.11, 36.30
16475700.00, 38.690903, -9.294522, 217.29, 222.57, 5.28, 3.12,3,220, 1708, 0.28, 36.30
16475700.00, 38.690903, -9.294522, 217.09, 222.57, 5.48, 2.56,35,252, 1832, 0.49, 36.30
16475700.00, 38.690903, -9.294522, 216.74, 222.57, 5.83, 2.00,35,251, 1832, 0.84, 36.30
16475700.00, 38.690903, -9.294522, 216.56, 222.57, 6.01, 1.44,35,251, 1832, 1.02, 36.30
16475700.00, 38.690903, -9.294522, 216.79, 222.57, 5.78, 0.88,35,251, 1832, 0.78, 36.30
16475700.00, 38.690903, -9.294522, 215.88, 222.57, 6.69, 0.50,34,249, 1832, 1.72, 36.30
16475800.00, 38.690903, -9.294524, 215.20, 222.57, 7.37, 0.25,34,249, 1832, 2.43, 36.19
16475800.00, 38.690903, -9.294524, 214.50, 222.57, 8.07, 0.06,34,248, 1956, 3.17, 36.19
16475800.00, 38.690903, -9.294524, 213.82, 222.57, 8.75, -0.13,34,247, 1956, 3.90, 36.19
16475800.00, 38.690903, -9.294524, 213.37, 222.57, 9.20, -0.31,35,248, 2028, 4.39, 36.19
16475800.00, 38.690903, -9.294524, 213.36, 222.57, 9.21, -0.44,35,248, 2028, 4.39, 36.19
16475800.00, 38.690903, -9.294524, 212.28, 222.57, 10.29, -0.50,37,249, 2056, 5.58, 36.19
16475800.00, 38.690903, -9.294524, 211.94, 222.57, 10.63, -0.50,37,248, 2056, 5.97, 36.19
