lat,lon
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690769, -9.294537
 38.690746, -9.294550
 38.690746, -9.294550
 38.690746, -9.294550
 38.690746, -9.294550
 38.690746, -9.294550
 38.690746, -9.294550
 38.690746, -9.294550
 38.690746, -9.294550
 38.690746, -9.294550
 38.690746, -9.294550
 38.690746, -9.294550
 38.690746, -9.294550
 38.690746, -9.294550
 38.690746, -9.294550
 38.690746, -9.294550
 38.690746, -9.294550
 38.690746, -9.294550
 38.690746, -9.294550
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690731, -9.294554
 38.690708, -9.294565
 38.690708, -9.294565
 38.690708, -9.294565
 38.690708, -9.294565
 38.690708, -9.294565
 38.690708, -9.294565
 38.690708, -9.294565
 38.690708, -9.294565
 38.690708, -9.294565
 38.690708, -9.294565
 38.690708, -9.294565
 38.690708, -9.294565
 38.690708, -9.294565
 38.690708, -9.294565
 38.690708, -9.294565
 38.690708, -9.294565
 38.690693, -9.294571
 38.690693, -9.294571
 38.690693, -9.294571
 38.690693, -9.294571
 38.690693, -9.294571
 38.690693, -9.294571
 38.690693, -9.294571
 38.690693, -9.294571
 38.690693, -9.294571
 38.690693, -9.294571
 38.690693, -9.294571
 38.690693, -9.294571
 38.690693, -9.294571
 38.690693, -9.294571
 38.690693, -9.294571
 38.690693, -9.294571
 38.690693, -9.294571
 38.690685, -9.294574
 38.690685, -9.294574
 38.690685, -9.294574
 38.690685, -9.294574
 38.690685, -9.294574
 38.690685, -9.294574
 38.690685, -9.294574
 38.690685, -9.294574
 38.690685, -9.294574
 38.690685, -9.294574
 38.690685, -9.294574
 38.690685, -9.294574
 38.690685, -9.294574
 38.690685, -9.294574
 38.690678, -9.294580
 38.690678, -9.294580
 38.690678, -9.294580
 38.690678, -9.294580
 38.690678, -9.294580
 38.690678, -9.294580
 38.690678, -9.294580
 38.690678, -9.294580
 38.690678, -9.294580
 38.690678, -9.294580
 38.690678, -9.294580
 38.690678, -9.294580
 38.690678, -9.294580
 38.690678, -9.294580
 38.690678, -9.294580
 38.690678, -9.294580
 38.690678, -9.294580
 38.690678, -9.294580
 38.690678, -9.294580
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690670, -9.294582
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690659, -9.294587
 38.690643, -9.294591
 38.690643, -9.294591
 38.690643, -9.294591
 38.690643, -9.294591
 38.690643, -9.294591
 38.690643, -9.294591
 38.690643, -9.294591
 38.690643, -9.294591
 38.690643, -9.294591
 38.690643, -9.294591
 38.690643, -9.294591
 38.690643, -9.294591
 38.690643, -9.294591
 38.690643, -9.294591
 38.690643, -9.294591
 38.690643, -9.294591
 38.690639, -9.294593
 38.690639, -9.294593
 38.690639, -9.294593
 38.690639, -9.294593
 38.690639, -9.294593
